Name,Brand,Movement,Display,Reserve,Frequency,URL
Audemars Piguet caliber AP 2952,Audemars Piguet,Automatic,Analog,65,21600,https://watchbase.com/audemars-piguet/caliber/ap-2952
Chopard caliber L.U.C 96.01-L,Chopard,Automatic,Analog,65,28800,https://watchbase.com/chopard/caliber/l-u-c-96-01-l
A. Lange & Söhne caliber L051.1,A. Lange & Söhne,Handwound,Analog,55,21600,https://watchbase.com/a-lange-sohne/caliber/l051-1
Audemars Piguet caliber AP 2949,Audemars Piguet,Automatic,Analog,65,21600,https://watchbase.com/audemars-piguet/caliber/ap-2949
Breguet caliber 519F/1,Breguet,Automatic,Analog,45,28800,https://watchbase.com/breguet/caliber/519f-1
Audemars Piguet caliber AP 2229 / 2845,Audemars Piguet,Automatic,Analog,N/A,N/A,https://watchbase.com/audemars-piguet/caliber/ap-2229-2845
Girard-Perregaux caliber GP09520-0001,Girard-Perregaux,Automatic,Analog,49,21600,https://watchbase.com/girard-perregaux/caliber/gp09520-0001
Gerald Charles caliber GCA 131-9391,Gerald Charles,Automatic,Analog,42,28800,https://watchbase.com/gerald-charles/caliber/gca-131-9391
A. Lange & Söhne caliber L051.2,A. Lange & Söhne,Handwound,Analog,72,21600,https://watchbase.com/a-lange-sohne/caliber/l051-2
Audemars Piguet caliber AP 2120 / 2808,Audemars Piguet,Automatic,Analog,40,19800,https://watchbase.com/audemars-piguet/caliber/ap-2120-2808
Audemars Piguet caliber AP 2943,Audemars Piguet,Handwound,Analog,72,21600,https://watchbase.com/audemars-piguet/caliber/ap-2943
Audemars Piguet caliber AP 2956 NS,Audemars Piguet,Handwound,Analog,48,21600,https://watchbase.com/audemars-piguet/caliber/ap-2956-ns
ETA caliber E84.301,ETA,Quartz,Analog/ Digital,N/A,N/A,https://watchbase.com/eta/caliber/e84-301
ETA caliber 901.005,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/901-005
Glashütte Original caliber 65-01,Glashütte Original,Handwound,Analog,42,28800,https://watchbase.com/glashutte-original/caliber/65-01
Audemars Piguet caliber AP 2046,Audemars Piguet,Handwound,Analog,42,21600,https://watchbase.com/audemars-piguet/caliber/ap-2046
Girard-Perregaux caliber GP03300-0139,Girard-Perregaux,Automatic,Analog,46,28800,https://watchbase.com/girard-perregaux/caliber/gp03300-0139
A. Lange & Söhne caliber L051.3,A. Lange & Söhne,Handwound,Analog,72,21600,https://watchbase.com/a-lange-sohne/caliber/l051-3
Glashütte Original caliber 90-12,Glashütte Original,Automatic,Analog,42,28800,https://watchbase.com/glashutte-original/caliber/90-12
Chopard caliber Chopard 03.05-C,Chopard,Automatic,Analog,60,28800,https://watchbase.com/chopard/caliber/chopard-03-05-c
Audemars Piguet caliber AP 2889 SQ,Audemars Piguet,Handwound,Analog,72,21600,https://watchbase.com/audemars-piguet/caliber/ap-2889-sq
IWC caliber 37521,IWC,Automatic,Analog,42,28800,https://watchbase.com/iwc/caliber/37521
Arnold & Son caliber A&S6003,Arnold & Son,Automatic,Analog,50,28800,https://watchbase.com/arnold-son/caliber/a-s6003
Audemars Piguet caliber AP 2226 / 2840,Audemars Piguet,Automatic,Analog,42,28800,https://watchbase.com/audemars-piguet/caliber/ap-2226-2840
Cartier caliber 1904-CH MC,Cartier,Automatic,Analog,48,28800,https://watchbase.com/cartier/caliber/1904-ch-mc
Audemars Piguet caliber AP 2889,Audemars Piguet,Handwound,Analog,72,21600,https://watchbase.com/audemars-piguet/caliber/ap-2889
ETA caliber 2892-A2,ETA,Automatic,Analog,42,28800,https://watchbase.com/eta/caliber/2892-a2
ETA caliber 7765,ETA,Handwound,Analog,48,28800,https://watchbase.com/eta/caliber/7765
A. Lange & Söhne caliber L943.1,A. Lange & Söhne,Handwound,Analog,45,21600,https://watchbase.com/a-lange-sohne/caliber/l943-1
Breguet caliber 502.3.P,Breguet,Automatic,Analog,45,21600,https://watchbase.com/breguet/caliber/502-3-p
Bulgari caliber B033,Bulgari,Quartz,Analog,26280,N/A,https://watchbase.com/bulgari/caliber/b033
ETA caliber A05.291,ETA,Handwound,Analog,60,28800,https://watchbase.com/eta/caliber/a05-291
Glashütte Original caliber 36-01,Glashütte Original,Automatic,Analog,100,28800,https://watchbase.com/glashutte-original/caliber/36-01
Girard-Perregaux caliber GP01800-0004,Girard-Perregaux,Automatic,Analog,54,28800,https://watchbase.com/girard-perregaux/caliber/gp01800-0004
Grand Seiko caliber 9R66,Grand Seiko,Spring Drive,Analog,72,N/A,https://watchbase.com/grand-seiko/caliber/9r66
A. Lange & Söhne caliber L951.5,A. Lange & Söhne,Handwound,Analog,60,18000,https://watchbase.com/a-lange-sohne/caliber/l951-5
Franck Muller caliber FM 3480 QPSE,Franck Muller,Automatic,Analog,72,18000,https://watchbase.com/franck-muller/caliber/fm-3480-qpse
Cuervo y Sobrinos caliber CYS 5157,Cuervo y Sobrinos,Automatic,Analog,38,28800,https://watchbase.com/cuervo-y-sobrinos/caliber/cys-5157
Glashütte Original caliber 66-07,Glashütte Original,Handwound,Analog,41,28800,https://watchbase.com/glashutte-original/caliber/66-07
ETA caliber 2824-2,ETA,Automatic,Analog,42,28800,https://watchbase.com/eta/caliber/2824-2
Blancpain caliber 11C5,Blancpain,Handwound,Analog,100,N/A,https://watchbase.com/blancpain/caliber/11c5
Breitling caliber Caliber B01,Breitling,Automatic,Analog,70,28800,https://watchbase.com/breitling/caliber/caliber-b01
Audemars Piguet caliber AP 2951,Audemars Piguet,Handwound,Analog,72,21600,https://watchbase.com/audemars-piguet/caliber/ap-2951
Glashütte Original caliber 94-03,Glashütte Original,Automatic,Analog,48,28800,https://watchbase.com/glashutte-original/caliber/94-03
Blancpain caliber 3638,Blancpain,Automatic,Analog,168,N/A,https://watchbase.com/blancpain/caliber/3638
Audemars Piguet caliber AP 2126 / 2840,Audemars Piguet,Automatic,Analog,45,21600,https://watchbase.com/audemars-piguet/caliber/ap-2126-2840
ETA caliber C07.651,ETA,Automatic,Analog,80,21600,https://watchbase.com/eta/caliber/c07-651
ETA caliber E64.101,ETA,Quartz,Analog,N/A,N/A,https://watchbase.com/eta/caliber/e64-101
Breguet caliber 728,Breguet,Automatic,Analog,60,36000,https://watchbase.com/breguet/caliber/728
Glashütte Original caliber 54-01,Glashütte Original,Handwound,Analog,100,28800,https://watchbase.com/glashutte-original/caliber/54-01
Audemars Piguet caliber AP 2385,Audemars Piguet,Automatic,Analog,40,21600,https://watchbase.com/audemars-piguet/caliber/ap-2385
Arnold & Son caliber A&S8513,Arnold & Son,Handwound,Analog,90,21600,https://watchbase.com/arnold-son/caliber/a-s8513
Chopard caliber L.U.C 98.02-L,Chopard,Handwound,Analog,216,28800,https://watchbase.com/chopard/caliber/l-u-c-98-02-l
Breguet caliber 516GG,Breguet,Automatic,Analog,65,28800,https://watchbase.com/breguet/caliber/516gg
Audemars Piguet caliber AP 2325,Audemars Piguet,Automatic,Analog,38,28800,https://watchbase.com/audemars-piguet/caliber/ap-2325
Cartier caliber 1904-FU MC,Cartier,Automatic,Analog,48,28800,https://watchbase.com/cartier/caliber/1904-fu-mc
Audemars Piguet caliber AP 2120,Audemars Piguet,Automatic,Analog,40,19800,https://watchbase.com/audemars-piguet/caliber/ap-2120
Hamilton caliber H-10-S,Hamilton,Automatic,Analog,80,21600,https://watchbase.com/hamilton/caliber/h-10-s
A. Lange & Söhne caliber L901.8,A. Lange & Söhne,Handwound,Analog,72,21600,https://watchbase.com/a-lange-sohne/caliber/l901-8
Audemars Piguet caliber AP 2226 / 2839,Audemars Piguet,Automatic,Analog,38,28800,https://watchbase.com/audemars-piguet/caliber/ap-2226-2839
Breguet caliber 505J,Breguet,Automatic,Analog,50,21600,https://watchbase.com/breguet/caliber/505j
Audemars Piguet caliber AP 2127 / 2827,Audemars Piguet,Automatic,Analog,38,28800,https://watchbase.com/audemars-piguet/caliber/ap-2127-2827
Grand Seiko caliber 9F82,Grand Seiko,Quartz,Analog,N/A,N/A,https://watchbase.com/grand-seiko/caliber/9f82
Breguet caliber 537/3,Breguet,Automatic,Analog,44,21600,https://watchbase.com/breguet/caliber/537-3
ETA caliber 2824-2 No Date,ETA,Automatic,Analog,42,28800,https://watchbase.com/eta/caliber/2824-2-no-date
Breitling caliber Caliber 10,Breitling,Automatic,Analog,42,28800,https://watchbase.com/breitling/caliber/caliber-10
A. Lange & Söhne caliber L961.2,A. Lange & Söhne,Handwound,Analog,72,21600,https://watchbase.com/a-lange-sohne/caliber/l961-2
Bell & Ross caliber BR-CAL.313,Bell & Ross,Automatic,Analog,42,28800,https://watchbase.com/bell-ross/caliber/br-cal-313
ETA caliber 255.111,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/255-111
Bell & Ross caliber BR-CAL.321,Bell & Ross,Automatic,Analog,38,28800,https://watchbase.com/bell-ross/caliber/br-cal-321
Frederique Constant caliber FC-712,Frederique Constant,Automatic,Analog,38,28800,https://watchbase.com/frederique-constant/caliber/fc-712
Audemars Piguet caliber AP 5205,Audemars Piguet,Handwound,Analog,49,21600,https://watchbase.com/audemars-piguet/caliber/ap-5205
A. Lange & Söhne caliber L943.2,A. Lange & Söhne,Handwound,Analog,45,21600,https://watchbase.com/a-lange-sohne/caliber/l943-2
D. Dornblueth & Sohn caliber 99.1,D. Dornblueth & Sohn,Handwound,Analog,50,18000,https://watchbase.com/d-dornblueth-sohn/caliber/99-1
IWC caliber 32150,IWC,Automatic,Analog,110,28800,https://watchbase.com/iwc/caliber/32150
Hamilton caliber H-51-Si,Hamilton,Handwound,Analog,60,28800,https://watchbase.com/hamilton/caliber/h-51-si
A. Lange & Söhne caliber L121.3,A. Lange & Söhne,Handwound,Analog,72,21600,https://watchbase.com/a-lange-sohne/caliber/l121-3
H. Moser & Cie caliber HMC 806,H. Moser & Cie,Automatic,Analog,72,21600,https://watchbase.com/h-moser-cie/caliber/hmc-806
Audemars Piguet caliber AP 2224 / 2825,Audemars Piguet,Automatic,N/A,N/A,N/A,https://watchbase.com/audemars-piguet/caliber/ap-2224-2825
Corum caliber CO 984,Corum,Automatic,Analog,42,28800,https://watchbase.com/corum/caliber/co-984
Alexandre Meerson caliber AM-4808-A,Alexandre Meerson,Automatic,Analog,50,28800,https://watchbase.com/alexandre-meerson/caliber/am-4808-a
Breitling caliber Caliber 44,Breitling,Automatic,Analog,42,28800,https://watchbase.com/breitling/caliber/caliber-44
Damasko caliber 7750 Si,Damasko,Automatic,Analog,52,28800,https://watchbase.com/damasko/caliber/7750-si
ETA caliber 255.411,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/255-411
Hublot caliber HUB1241,Hublot,Automatic,Analog,72,28800,https://watchbase.com/hublot/caliber/hub1241
Blancpain caliber 66R9,Blancpain,Automatic,Analog,192,N/A,https://watchbase.com/blancpain/caliber/66r9
Blancpain caliber 233,Blancpain,Handwound,Analog,60,N/A,https://watchbase.com/blancpain/caliber/233
Breguet caliber 519F,Breguet,Automatic,Analog,45,28800,https://watchbase.com/breguet/caliber/519f
ETA caliber F04.115,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/f04-115
Armand Nicolet caliber AN 2846-9,Armand Nicolet,Automatic,Analog,48,21600,https://watchbase.com/armand-nicolet/caliber/an-2846-9
Breguet caliber 581DPE,Breguet,Automatic,Analog,80,28800,https://watchbase.com/breguet/caliber/581dpe
Bell & Ross caliber BR-CAL.206,Bell & Ross,Handwound,Analog,50,N/A,https://watchbase.com/bell-ross/caliber/br-cal-206
D. Dornblueth & Sohn caliber 99.0,D. Dornblueth & Sohn,Handwound,Analog,50,18000,https://watchbase.com/d-dornblueth-sohn/caliber/99-0
Chopard caliber L.U.C 98.06-L,Chopard,Handwound,Analog,192,28800,https://watchbase.com/chopard/caliber/l-u-c-98-06-l
ETA caliber E32.001,ETA,Quartz,Analog/ Digital,N/A,N/A,https://watchbase.com/eta/caliber/e32-001
A. Lange & Söhne caliber L951.6,A. Lange & Söhne,Handwound,Analog,60,18000,https://watchbase.com/a-lange-sohne/caliber/l951-6
Breguet caliber 567/2,Breguet,Handwound,Analog,40,18000,https://watchbase.com/breguet/caliber/567-2
Damasko caliber A35-2,Damasko,Automatic,Analog,52,28800,https://watchbase.com/damasko/caliber/a35-2
ETA caliber F07.412,ETA,Quartz,Analog,N/A,N/A,https://watchbase.com/eta/caliber/f07-412
Corum caliber CO 293,Corum,Automatic,Analog,72,28800,https://watchbase.com/corum/caliber/co-293
Gerald Charles caliber GCA 3022/12,Gerald Charles,Automatic,Analog,50,28800,https://watchbase.com/gerald-charles/caliber/gca-3022-12
Girard-Perregaux caliber GP01800-0008,Girard-Perregaux,Automatic,Analog,54,21600,https://watchbase.com/girard-perregaux/caliber/gp01800-0008
Girard-Perregaux caliber GP03300-0137,Girard-Perregaux,Automatic,Analog,46,28800,https://watchbase.com/girard-perregaux/caliber/gp03300-0137
Glashütte Original caliber 100-03,Glashütte Original,Automatic,Analog,55,28800,https://watchbase.com/glashutte-original/caliber/100-03
ETA caliber F06.105,ETA,Quartz,Analog,N/A,N/A,https://watchbase.com/eta/caliber/f06-105
Glashütte Original caliber 100-04,Glashütte Original,Automatic,Analog,55,28800,https://watchbase.com/glashutte-original/caliber/100-04
ETA caliber F06.412,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/f06-412
Glashütte Original caliber 39-60,Glashütte Original,Automatic,Analog,40,28800,https://watchbase.com/glashutte-original/caliber/39-60
De Bethune caliber DB2105V1,De Bethune,Handwound,Analog,144,28800,https://watchbase.com/de-bethune/caliber/db2105v1
Breguet caliber 507DR1,Breguet,Handwound,Analog,50,21600,https://watchbase.com/breguet/caliber/507dr1
Eterna caliber 3916A,Eterna,Automatic,Analog,65,28800,https://watchbase.com/eterna/caliber/3916a
Blancpain caliber 151B,Blancpain,Handwound,Analog,40,N/A,https://watchbase.com/blancpain/caliber/151b
Audemars Piguet caliber AP 3091,Audemars Piguet,Handwound,Analog,48,21600,https://watchbase.com/audemars-piguet/caliber/ap-3091
ETA caliber 2895-2,ETA,Automatic,Analog,42,28800,https://watchbase.com/eta/caliber/2895-2
FP Journe caliber 1300.3 QP,FP Journe,Automatic,Analog,160,21600,https://watchbase.com/fp-journe/caliber/1300-3-qp
Arnold & Son caliber A&S8305,Arnold & Son,Automatic,Analog,55,28800,https://watchbase.com/arnold-son/caliber/a-s8305
Chopard caliber Chopard 01.01-M,Chopard,Automatic,Analog,60,28800,https://watchbase.com/chopard/caliber/chopard-01-01-m
Glashütte Original caliber 93-02,Glashütte Original,Automatic,Analog,48,28800,https://watchbase.com/glashutte-original/caliber/93-02
Glashütte Original caliber 100-14,Glashütte Original,Automatic,Analog,55,28800,https://watchbase.com/glashutte-original/caliber/100-14
D. Dornblueth & Sohn caliber 99.2,D. Dornblueth & Sohn,Handwound,Analog,50,18000,https://watchbase.com/d-dornblueth-sohn/caliber/99-2
ETA caliber G10.212 AC,ETA,Quartz,Analog,27400,N/A,https://watchbase.com/eta/caliber/g10-212-ac
Casio caliber 5463,Casio,Quartz,Analog/ Digital,N/A,N/A,https://watchbase.com/casio/caliber/5463
Damasko caliber H35-1,Damasko,Handwound,Analog,52,28800,https://watchbase.com/damasko/caliber/h35-1
ETA caliber A05.H31,ETA,Automatic,Analog,60,28800,https://watchbase.com/eta/caliber/a05-h31
Cartier caliber 9912 MC,Cartier,Automatic,Analog,48,28800,https://watchbase.com/cartier/caliber/9912-mc
Breguet caliber 537/1,Breguet,Automatic,Analog,44,21600,https://watchbase.com/breguet/caliber/537-1
Cartier caliber 9908 MC,Cartier,Automatic,Analog,48,28800,https://watchbase.com/cartier/caliber/9908-mc
Girard-Perregaux caliber GP01800-0025,Girard-Perregaux,Automatic,Analog,54,21600,https://watchbase.com/girard-perregaux/caliber/gp01800-0025
Audemars Piguet caliber AP 2120 / 2800,Audemars Piguet,Automatic,Analog,40,21600,https://watchbase.com/audemars-piguet/caliber/ap-2120-2800
A. Lange & Söhne caliber L086.5,A. Lange & Söhne,Automatic,Analog,72,21600,https://watchbase.com/a-lange-sohne/caliber/l086-5
Breguet caliber 533.3,Breguet,Handwound,Analog,48,21600,https://watchbase.com/breguet/caliber/533-3
Audemars Piguet caliber AP 2325 / 2810,Audemars Piguet,Automatic,Analog,40,28800,https://watchbase.com/audemars-piguet/caliber/ap-2325-2810
Cartier caliber 9452 MC,Cartier,Handwound,Analog,50,21600,https://watchbase.com/cartier/caliber/9452-mc
Breitling caliber 25B,Breitling,Automatic,Analog,42,28800,https://watchbase.com/breitling/caliber/25b
Bell & Ross caliber BR-CAL.303,Bell & Ross,Automatic,Analog,42,28800,https://watchbase.com/bell-ross/caliber/br-cal-303
Chopard caliber Chopard 01.01-C,Chopard,Automatic,Analog,60,28800,https://watchbase.com/chopard/caliber/chopard-01-01-c
ETA caliber 955.652,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/955-652
ETA caliber G10.212 AD,ETA,Quartz,Analog,27400,N/A,https://watchbase.com/eta/caliber/g10-212-ad
H. Moser & Cie caliber HMC 801,H. Moser & Cie,Handwound,Analog,168,18000,https://watchbase.com/h-moser-cie/caliber/hmc-801
Girard-Perregaux caliber GP01800-0022,Girard-Perregaux,Automatic,Analog,54,28800,https://watchbase.com/girard-perregaux/caliber/gp01800-0022
ETA caliber 6498-1,ETA,Handwound,Analog,46,18000,https://watchbase.com/eta/caliber/6498-1
Casio caliber 5411,Casio,Quartz,Analog,N/A,N/A,https://watchbase.com/casio/caliber/5411
Carl F. Bucherer caliber CFB T3000,Carl F. Bucherer,Automatic,Analog,65,N/A,https://watchbase.com/carl-f-bucherer/caliber/cfb-t3000
ETA caliber 804.192,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/804-192
IWC caliber 30710,IWC,Automatic,Analog,42,28800,https://watchbase.com/iwc/caliber/30710
Chopard caliber L.U.C 04.02-L,Chopard,Handwound,Analog,60,28800,https://watchbase.com/chopard/caliber/l-u-c-04-02-l
ETA caliber E64.111,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/e64-111
A. Lange & Söhne caliber L931.5,A. Lange & Söhne,Handwound,Analog,42,21600,https://watchbase.com/a-lange-sohne/caliber/l931-5
Chopard caliber L.U.C 96.50-L,Chopard,Automatic,Analog,58,28800,https://watchbase.com/chopard/caliber/l-u-c-96-50-l
Berneron caliber Berneron 233,Berneron,Handwound,N/A,N/A,21600,https://watchbase.com/berneron/caliber/berneron-233
ETA caliber A07.111,ETA,Automatic,Analog,46,28800,https://watchbase.com/eta/caliber/a07-111
ETA caliber E40.305,ETA,Quartz,Analog/ Digital,N/A,N/A,https://watchbase.com/eta/caliber/e40-305
Breguet caliber 550/1,Breguet,Automatic,Analog,45,21600,https://watchbase.com/breguet/caliber/550-1
H. Moser & Cie caliber HMC 321,H. Moser & Cie,Handwound,Analog,72,18000,https://watchbase.com/h-moser-cie/caliber/hmc-321
IWC caliber 32115,IWC,Automatic,Analog,120,28800,https://watchbase.com/iwc/caliber/32115
Bulgari caliber BVL 128,Bulgari,Handwound,Analog,70,28800,https://watchbase.com/bulgari/caliber/bvl-128
ETA caliber 251.264 AA,ETA,Quartz,Analog,52560,N/A,https://watchbase.com/eta/caliber/251-264-aa
ETA caliber 956.412,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/956-412
Blancpain caliber 2322,Blancpain,Automatic,Analog,168,N/A,https://watchbase.com/blancpain/caliber/2322
ETA caliber 2671,ETA,Automatic,Analog,38,28800,https://watchbase.com/eta/caliber/2671
Chopard caliber L.U.C 96.51-L,Chopard,Automatic,Analog,58,28800,https://watchbase.com/chopard/caliber/l-u-c-96-51-l
Audemars Piguet caliber AP 5122,Audemars Piguet,Automatic,Analog,40,21600,https://watchbase.com/audemars-piguet/caliber/ap-5122
Armin Strom caliber AMW11,Armin Strom,Handwound,Analog,120,18000,https://watchbase.com/armin-strom/caliber/amw11
Chopard caliber Chopard 01.03-C,Chopard,Automatic,Analog,60,28800,https://watchbase.com/chopard/caliber/chopard-01-03-c
A. Lange & Söhne caliber L942.1,A. Lange & Söhne,Handwound,Analog,45,21600,https://watchbase.com/a-lange-sohne/caliber/l942-1
IWC caliber 35700,IWC,Automatic,Analog,42,28800,https://watchbase.com/iwc/caliber/35700
Cartier caliber 1904-PS MC,Cartier,Automatic,Analog,48,28800,https://watchbase.com/cartier/caliber/1904-ps-mc
A. Lange & Söhne caliber L901.7,A. Lange & Söhne,Handwound,Analog,72,21600,https://watchbase.com/a-lange-sohne/caliber/l901-7
Breitling caliber 27B,Breitling,Automatic,Analog,42,28800,https://watchbase.com/breitling/caliber/27b
IWC caliber 35782,IWC,Automatic,Analog,42,28800,https://watchbase.com/iwc/caliber/35782
Casio caliber 3230,Casio,Quartz,Digital,N/A,N/A,https://watchbase.com/casio/caliber/3230
H. Moser & Cie caliber HMC 342,H. Moser & Cie,Handwound,Analog,168,18000,https://watchbase.com/h-moser-cie/caliber/hmc-342
A. Lange & Söhne caliber L043.1,A. Lange & Söhne,Handwound,Digital,36,18000,https://watchbase.com/a-lange-sohne/caliber/l043-1
Blancpain caliber 22T,Blancpain,Handwound,Analog,120,N/A,https://watchbase.com/blancpain/caliber/22t
A. Lange & Söhne caliber L121.2,A. Lange & Söhne,Handwound,Analog,72,21600,https://watchbase.com/a-lange-sohne/caliber/l121-2
ETA caliber DGT-2040,ETA,Quartz,Digital,N/A,N/A,https://watchbase.com/eta/caliber/dgt-2040
Breitling caliber Caliber B15,Breitling,Handwound,Analog,70,28800,https://watchbase.com/breitling/caliber/caliber-b15
Audemars Piguet caliber AP 2972,Audemars Piguet,Automatic,Analog,65,21600,https://watchbase.com/audemars-piguet/caliber/ap-2972
Chopard caliber L.U.C 03.10-L,Chopard,Handwound,Analog,60,28800,https://watchbase.com/chopard/caliber/l-u-c-03-10-l
A. Lange & Söhne caliber L133.1,A. Lange & Söhne,Handwound,Analog,36,21600,https://watchbase.com/a-lange-sohne/caliber/l133-1
ETA caliber 805.112,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/805-112
ETA caliber A05.H21,ETA,Automatic,Analog,60,28800,https://watchbase.com/eta/caliber/a05-h21
Furlan Marri caliber AMT5100,Furlan Marri,Handwound,Analog,63,28800,https://watchbase.com/furlan-marri/caliber/amt5100
Audemars Piguet caliber AP 4309,Audemars Piguet,Automatic,Analog,70,28800,https://watchbase.com/audemars-piguet/caliber/ap-4309
Glashütte Original caliber 39-52,Glashütte Original,Automatic,Analog,40,28800,https://watchbase.com/glashutte-original/caliber/39-52
Blancpain caliber 6763,Blancpain,Automatic,Analog,100,N/A,https://watchbase.com/blancpain/caliber/6763
Audemars Piguet caliber AP 2905 / B01,Audemars Piguet,Handwound,Analog,168,21600,https://watchbase.com/audemars-piguet/caliber/ap-2905-b01
ETA caliber A07.231,ETA,Automatic,Analog,46,28800,https://watchbase.com/eta/caliber/a07-231
ETA caliber 2825-2,ETA,Automatic,Analog,42,28800,https://watchbase.com/eta/caliber/2825-2
ETA caliber F03.411,ETA,Quartz,Analog,26280,N/A,https://watchbase.com/eta/caliber/f03-411
Breguet caliber 505Q,Breguet,Automatic,Analog,50,21600,https://watchbase.com/breguet/caliber/505q
Chopard caliber L.U.C 96.09-L,Chopard,Automatic,Analog,65,28800,https://watchbase.com/chopard/caliber/l-u-c-96-09-l
Glashütte Original caliber 91-03,Glashütte Original,Automatic,Analog,42,28800,https://watchbase.com/glashutte-original/caliber/91-03
Audemars Piguet caliber AP 2120 / 2802,Audemars Piguet,Automatic,Analog,40,21600,https://watchbase.com/audemars-piguet/caliber/ap-2120-2802
ETA caliber 7751,ETA,Automatic,Analog,42,28800,https://watchbase.com/eta/caliber/7751
Audemars Piguet caliber AP 2941,Audemars Piguet,Handwound,Analog,237,21600,https://watchbase.com/audemars-piguet/caliber/ap-2941
A. Lange & Söhne caliber L941.2,A. Lange & Söhne,Handwound,Analog,45,21600,https://watchbase.com/a-lange-sohne/caliber/l941-2
Audemars Piguet caliber AP 2907,Audemars Piguet,Handwound,Analog,72,21600,https://watchbase.com/audemars-piguet/caliber/ap-2907
Breitling caliber Caliber 22,Breitling,Automatic,Analog,42,28800,https://watchbase.com/breitling/caliber/caliber-22
ETA caliber C07.601,ETA,Automatic,Analog,80,21600,https://watchbase.com/eta/caliber/c07-601
Chopard caliber L.U.C 03.07-L,Chopard,Handwound,Analog,60,28800,https://watchbase.com/chopard/caliber/l-u-c-03-07-l
Audemars Piguet caliber 5133,Audemars Piguet,Automatic,Analog,40,19800,https://watchbase.com/audemars-piguet/caliber/5133
Grand Seiko caliber 9S65,Grand Seiko,Automatic,Analog,72,28800,https://watchbase.com/grand-seiko/caliber/9s65
Christiaan van der Klaauw caliber CVDK7382,Christiaan van der Klaauw,Automatic,Analog,96,28800,https://watchbase.com/christiaan-van-der-klaauw/caliber/cvdk7382
Blancpain caliber 25,Blancpain,Automatic,Analog,192,N/A,https://watchbase.com/blancpain/caliber/25
ETA caliber E48.311,ETA,Quartz,Analog/ Digital,N/A,N/A,https://watchbase.com/eta/caliber/e48-311
ETA caliber 2892 Flyback,ETA,Automatic,Analog,42,28800,https://watchbase.com/eta/caliber/2892-flyback
ETA caliber 251.262,ETA,Quartz,Analog,N/A,N/A,https://watchbase.com/eta/caliber/251-262
Hermès  caliber H1950,Hermès,Automatic,Analog,42,28800,https://watchbase.com/hermes/caliber/h1950
Audemars Piguet caliber AP 2713,Audemars Piguet,Quartz,Analog,N/A,N/A,https://watchbase.com/audemars-piguet/caliber/ap-2713
Bremont caliber BE-53AE,Bremont,Automatic,Analog,42,28800,https://watchbase.com/bremont/caliber/be-53ae
ETA caliber 6497-1,ETA,Handwound,Analog,46,18000,https://watchbase.com/eta/caliber/6497-1
ETA caliber C07.821,ETA,Automatic,Analog,80,21600,https://watchbase.com/eta/caliber/c07-821
ETA caliber G10.962 BF,ETA,Quartz,Analog,27400,N/A,https://watchbase.com/eta/caliber/g10-962-bf
Hublot caliber HUB1280,Hublot,Automatic,Analog,72,28800,https://watchbase.com/hublot/caliber/hub1280
A. Lange & Söhne caliber L901.9,A. Lange & Söhne,N/A,N/A,N/A,N/A,https://watchbase.com/a-lange-sohne/caliber/l901-9
IsoProg caliber IP 12,IsoProg,Handwound,Analog,50,21600,https://watchbase.com/isoprog/caliber/ip-12
Audemars Piguet caliber AP 2933,Audemars Piguet,Handwound,Analog,237,21600,https://watchbase.com/audemars-piguet/caliber/ap-2933
Corum caliber CO 390,Corum,Automatic,Analog,65,28800,https://watchbase.com/corum/caliber/co-390
Blancpain caliber 1151,Blancpain,Automatic,Analog,100,N/A,https://watchbase.com/blancpain/caliber/blancpain-1150
Audemars Piguet caliber AP 2874,Audemars Piguet,Handwound,Analog,48,21600,https://watchbase.com/audemars-piguet/caliber/ap-2874
Breitling caliber Caliber 49,Breitling,Automatic,Analog,42,28800,https://watchbase.com/breitling/caliber/caliber-49
Alexandre Meerson caliber AM-4808,Alexandre Meerson,Automatic,Analog,50,28800,https://watchbase.com/alexandre-meerson/caliber/am-4808
Breitling caliber Caliber B03,Breitling,Automatic,Analog,70,28800,https://watchbase.com/breitling/caliber/caliber-b03
Bulgari caliber BVL 138,Bulgari,Automatic,Analog,60,21600,https://watchbase.com/bulgari/caliber/bvl-138
A. Lange & Söhne caliber L952.1,A. Lange & Söhne,Handwound,Analog,36,18000,https://watchbase.com/a-lange-sohne/caliber/l952-1
Breguet caliber 569,Breguet,Handwound,Analog,50,18000,https://watchbase.com/breguet/caliber/569
A. Lange & Söhne caliber L156.1,A. Lange & Söhne,Automatic,Analog,50,28800,https://watchbase.com/a-lange-sohne/caliber/l156-1
